individuals_income_below_185_percent_poverty_level,total_population_white,total_population_black_or_african_american,total_population_american_indian_and_alaska_native,total_population_asian,total_population_native_hawaiian_and_other_pacific_islander,total_population_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households_spanish,total_lep_households_other_indo_european_languages,total_lep_households_asian_and_pacific_island_languages,total_lep_households_other_languages,region
2694,1960,2570,11,4,0,2151,3009,88,0,0,0,Northeast
1890,27,3374,59,0,0,19,3460,0,0,0,0,Northeast
1301,626,2112,8,20,0,435,2402,17,0,9,0,Northeast
1582,690,4245,0,0,0,90,4869,0,0,0,0,Northeast
813,438,3050,0,0,0,238,3365,0,0,0,0,Northeast
515,395,2406,0,8,0,196,2757,0,4,0,0,Northeast
909,483,2435,0,0,0,108,2826,0,0,0,0,Northeast
390,91,1924,0,40,0,0,2132,0,4,0,0,Northeast
1602,1610,2265,94,0,0,997,3360,64,0,0,0,Northeast
1561,2784,1717,9,61,0,848,4012,9,29,0,0,Northeast
2124,3057,1720,0,73,0,1004,4167,34,28,12,0,Northeast
936,1718,2163,0,0,0,590,3577,47,0,0,0,Northeast
681,2151,2167,0,66,0,499,3999,0,11,0,0,Northeast
556,2102,946,0,38,0,365,2838,15,6,0,0,Northeast
536,2323,1109,0,44,0,394,3251,50,0,0,0,Northeast
875,1834,1649,0,52,0,381,3285,35,2,0,0,Northeast
2253,1154,2716,0,39,0,489,3605,18,11,0,0,Northeast
3360,1327,4505,15,17,0,822,5521,0,9,0,0,Northeast
1760,2881,3072,64,51,0,936,5559,45,11,0,20,Northeast
2590,2592,6017,0,19,0,1147,7721,0,0,0,0,Northeast
451,2619,1094,0,69,0,374,3636,0,0,0,9,Northeast
705,1644,2427,0,74,0,189,4174,0,9,0,0,Northeast
921,942,3018,0,23,0,188,3917,0,0,12,0,Northeast
1791,1202,3113,0,0,0,418,4305,35,0,0,0,Northeast
813,2534,2498,0,142,0,647,4823,7,0,0,0,Northeast
671,2071,867,0,0,0,1291,1919,14,8,0,0,Northeast
1581,939,1539,0,9,0,1583,2066,95,0,0,0,Northeast
908,21,1295,0,0,0,15,1301,8,0,0,0,Northeast
2241,540,829,0,0,0,2483,1045,115,0,0,0,Northeast
2358,2231,1416,0,9,0,2679,2862,127,0,0,0,Northeast
913,1829,1680,0,41,0,707,3396,0,24,0,0,Northeast
2191,421,1500,0,2,0,1904,1777,84,8,0,0,Northeast
594,44,887,0,0,0,174,895,0,0,0,0,Northeast
1277,895,2106,0,0,0,112,3117,10,0,0,0,Northeast
1709,1594,940,11,0,0,1712,2256,104,0,0,0,Northeast
832,2139,344,15,9,0,773,2074,40,31,0,0,Northeast
2065,925,2974,0,48,0,374,3873,0,0,0,7,Northeast
890,2657,3374,0,80,0,238,5982,0,0,0,0,Northeast
1798,2676,5713,0,172,0,864,8113,0,34,0,15,Northeast
1872,1060,5102,0,238,18,86,6332,0,0,7,0,Northeast
909,1960,125,0,54,0,610,1690,0,0,11,0,Northeast
1715,639,7149,0,0,0,23,7917,0,0,0,0,Northeast
1064,627,5659,0,117,0,342,6380,0,0,15,0,Northeast
287,840,3100,0,67,0,0,4089,0,36,0,0,Northeast
855,954,1863,0,90,0,255,2738,9,0,10,0,Northeast
1875,529,4015,0,21,0,234,4512,0,0,0,0,Northeast
940,227,3946,10,0,0,75,4325,0,0,0,0,Northeast
730,532,2610,0,0,0,31,3368,0,0,0,0,Northeast
1614,741,4345,0,111,0,77,5224,0,0,20,0,Northeast
1006,946,2337,0,20,0,324,3239,0,0,0,0,Northeast
1684,1072,3292,0,61,0,19,4406,37,0,18,0,Northeast
1319,1351,2561,0,0,0,401,3934,32,10,0,0,Northeast
2159,2829,73,0,0,0,3867,34,351,0,0,0,Northeast
2136,2887,719,10,305,0,1682,3040,148,58,9,12,Northeast
1549,1979,1463,32,228,11,493,3278,75,38,40,0,Northeast
316,2176,28,15,142,0,376,2146,0,34,0,0,Northeast
347,2373,86,8,176,0,948,2011,63,0,0,0,Northeast
70,2026,19,0,106,0,186,1991,0,10,0,0,Northeast
3561,6554,40,0,401,0,5128,3391,307,193,19,0,Northeast
2212,2368,456,19,38,0,3970,734,416,21,0,0,Northeast
320,91,468,7,19,0,464,531,7,0,0,0,Northeast
1261,509,1796,0,29,10,711,2048,34,0,4,0,Northeast
930,2671,209,78,102,0,2302,1354,113,117,0,0,Northeast
2476,4752,357,84,62,0,5555,2484,290,89,0,0,Northeast
775,1586,22,6,221,0,1376,1067,70,58,15,0,Northeast
1968,4067,64,0,1396,0,1682,4371,43,114,75,61,Northeast
278,2856,55,0,162,0,293,2935,13,0,0,0,Northeast
309,1320,52,1,212,0,69,1552,0,0,0,0,Northeast
782,2525,850,0,135,0,288,3285,59,5,0,0,Northeast
453,2753,13,0,101,0,451,2729,0,14,0,0,Northeast
183,1612,35,0,172,0,397,1541,5,6,5,0,Northeast
440,2658,99,0,173,0,692,2432,100,0,0,0,Northeast
437,2714,127,0,73,0,216,2846,20,97,0,0,Northeast
449,3598,1,0,196,0,147,3771,0,0,0,0,Northeast
856,1390,67,0,476,0,39,1942,10,0,27,11,Northeast
593,3250,512,0,394,0,181,4299,0,18,15,0,Northeast
1078,4822,778,0,1417,0,342,6844,17,0,32,0,Northeast
1348,1328,116,0,1106,0,250,2478,7,0,37,5,Northeast
1741,1029,1463,27,25,0,1127,1523,143,0,0,18,Northeast
1459,14,2866,0,39,0,0,3104,0,0,0,0,Northeast
1179,38,4787,0,0,0,11,4882,0,10,0,0,Northeast
1989,48,5804,0,70,0,9,5971,19,0,0,0,Northeast
1374,123,4251,0,0,0,73,4364,6,7,0,0,Northeast
682,2,986,0,0,0,0,1099,15,0,0,0,Northeast
962,159,1522,0,0,0,145,1536,0,0,0,0,Northeast
814,6,1229,0,3,0,11,1230,3,0,0,0,Northeast
900,77,1447,10,2,0,123,1459,7,0,0,0,Northeast
1093,16,1386,0,0,0,2,1441,0,0,0,0,Northeast
3705,1047,2960,0,86,0,2541,3044,96,23,0,10,Northeast
2175,2235,850,24,26,0,4082,965,174,0,0,0,Northeast
509,1114,36,0,71,0,1303,690,63,20,23,0,Northeast
941,59,1360,0,0,0,29,1405,2,13,0,0,Northeast
533,90,800,0,0,0,90,806,7,0,0,0,Northeast
232,0,419,0,0,15,0,434,0,0,0,0,Northeast
957,44,1619,0,0,0,53,1691,9,0,0,0,Northeast
1808,179,2842,0,31,0,94,2994,0,0,19,0,Northeast
1045,60,2647,0,0,0,48,2743,11,0,0,0,Northeast
1155,155,1547,0,0,0,102,1795,0,18,0,0,Northeast
96,236,15,0,26,0,4,284,0,0,0,0,Northeast
538,647,755,0,66,0,13,1495,0,23,0,0,Northeast
1902,306,3416,0,19,0,222,3565,0,0,0,0,Northeast
769,44,1861,0,0,0,0,1929,0,0,0,14,Northeast
1024,1085,757,14,18,0,1148,1171,66,0,0,0,Northeast
1431,249,1783,0,7,0,394,1914,47,16,7,0,Northeast
2021,186,2211,0,0,0,0,2397,0,0,0,0,Northeast
815,173,953,0,12,0,92,1071,20,0,0,0,Northeast
1119,179,1498,0,0,0,72,1704,7,0,0,0,Northeast
763,208,1011,16,18,0,118,1201,10,0,0,0,Northeast
1486,42,2304,0,32,0,34,2393,0,0,0,0,Northeast
1165,223,1957,0,8,0,61,2177,0,0,0,0,Northeast
1167,569,1631,9,154,0,197,2231,0,15,0,0,Northeast
1152,523,1733,0,35,52,366,2223,8,0,0,0,Northeast
898,512,835,0,205,0,199,1415,0,9,27,0,Northeast
287,668,126,0,131,0,336,670,7,6,6,0,Northeast
320,757,428,0,300,8,47,1531,0,0,4,0,Northeast
1349,9,1429,0,0,0,120,1458,0,0,0,0,Northeast
2439,195,3683,0,0,0,213,3697,0,0,0,0,Northeast
1814,1389,1748,0,0,0,1387,1902,124,0,0,0,Northeast
2198,6347,1035,31,1024,0,871,8058,29,0,181,0,Northeast
871,3800,469,0,1594,0,309,5803,23,0,47,7,Northeast
1035,380,1392,0,458,0,98,2289,0,19,140,11,Northeast
521,192,996,0,28,0,46,1261,6,0,0,0,Northeast
741,127,1466,0,0,0,122,1531,0,0,0,0,Northeast
1626,2912,13,41,1380,0,1624,3289,74,0,113,0,Northeast
752,1764,67,0,737,0,536,2190,42,27,174,0,Northeast
1216,2724,218,27,855,0,1258,3194,0,10,74,0,Northeast
879,1153,9,129,1183,0,584,2157,0,0,152,0,Northeast
1658,1008,58,0,2277,0,328,3180,0,0,195,0,Northeast
770,713,51,0,1398,0,386,2018,0,16,215,0,Northeast
1267,1656,111,0,623,0,2208,1277,182,0,60,0,Northeast
1281,1458,1,0,1407,0,1054,2052,19,0,286,0,Northeast
1824,1342,286,28,29,0,2899,693,228,9,0,0,Northeast
2008,1668,69,0,0,0,3104,47,223,0,0,0,Northeast
285,382,414,0,216,0,43,1000,6,0,35,0,Northeast
3355,769,44,1,6166,0,153,6989,42,0,1235,0,Northeast
1817,2267,269,52,153,0,3374,1191,267,0,23,0,Northeast
1358,2034,163,47,82,0,2916,1206,253,0,0,0,Northeast
319,89,765,0,0,0,111,786,29,0,0,0,Northeast
1664,122,2545,11,11,0,100,2589,0,0,0,0,Northeast
287,20,417,0,0,0,159,420,0,0,0,0,Northeast
1222,148,1006,0,0,0,729,922,73,0,0,0,Northeast
1081,25,2275,0,0,0,85,2337,13,31,0,14,Northeast
862,2014,728,17,791,0,286,3393,23,0,33,0,Northeast
204,181,419,0,223,0,37,820,4,0,21,0,Northeast
4001,1587,3247,0,128,0,4253,3565,194,0,0,0,Northeast
877,2354,600,0,174,0,465,2889,92,64,24,9,Northeast
595,2359,442,0,236,0,395,2804,9,0,0,0,Northeast
1102,37,2992,0,53,0,17,3065,30,0,0,12,Northeast
1674,2,2031,18,0,0,18,2033,0,0,0,0,Northeast
947,2767,140,153,204,0,1570,2721,117,0,0,0,Northeast
4825,2818,30,0,510,0,6248,820,547,0,77,0,Northeast
1512,354,1815,17,180,0,186,2370,0,0,0,0,Northeast
1798,140,2273,0,0,0,48,2402,0,0,0,0,Northeast
979,148,1230,0,0,0,98,1387,0,0,0,0,Northeast
744,1312,133,0,10,0,1680,672,190,0,0,0,Northeast
971,360,1245,0,8,0,441,1372,17,0,0,0,Northeast
768,232,862,0,0,0,377,933,90,0,0,0,Northeast
624,500,0,0,0,0,986,34,66,0,0,0,Northeast
1301,220,2531,0,26,0,230,2660,29,0,0,0,Northeast
349,2021,102,0,170,0,650,1877,82,40,0,0,Northeast
803,392,1009,0,111,0,106,1414,0,0,17,0,Northeast
1674,183,3089,11,59,0,38,3392,13,25,38,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
733,2541,0,0,53,0,29,2580,0,0,0,0,East
1094,3095,15,0,0,3,52,3215,0,0,0,0,East
988,2843,8,7,8,0,140,2861,0,0,0,0,East
766,2283,132,0,0,0,40,2510,10,0,0,0,East
654,2146,2,3,0,0,3,2169,0,0,2,0,East
678,2967,0,5,0,11,0,3019,5,16,0,0,East
913,3030,0,0,19,0,0,3062,0,0,4,0,East
853,3148,0,0,0,0,47,3236,0,0,0,0,East
1185,4223,0,4,27,6,65,4275,0,0,0,0,East
1208,6068,34,0,5,0,1137,5572,141,0,0,0,Northwest
834,4419,25,1,7,0,352,4346,21,0,0,0,Northwest
429,2504,44,0,6,0,268,2395,0,0,0,0,Northwest
1301,9150,77,0,212,0,730,8849,48,0,0,0,Northwest
1150,3564,109,0,41,0,445,3519,9,0,9,10,Northwest
944,4656,360,0,103,0,311,4925,36,0,0,0,Northwest
880,3684,147,0,15,0,169,3834,26,0,0,0,Northwest
2058,5238,455,16,127,0,867,5179,0,46,0,0,Northwest
1938,4305,694,0,334,0,816,5105,54,0,0,0,Northwest
2896,2579,1916,0,223,0,553,4703,0,0,22,8,Northwest
4970,3727,1744,0,467,0,542,5955,42,20,75,61,Northwest
1793,4704,213,0,176,0,839,4966,39,27,0,0,Northwest
1651,5664,538,0,278,0,651,6061,18,7,0,0,Northwest
1364,3527,85,0,0,0,1062,2821,43,0,0,0,Northwest
802,3996,383,6,46,0,672,3930,0,0,0,7,Northwest
531,3242,0,0,24,0,124,3263,0,0,2,0,Northwest
841,3964,39,7,4,0,310,3786,5,2,0,0,Northwest
377,2475,3,0,0,0,81,2476,7,0,0,0,Northwest
1133,4632,0,0,0,0,574,4424,29,0,0,0,Northwest
780,2058,5,9,0,0,400,1771,0,0,0,0,Northwest
655,624,129,18,107,0,76,822,8,0,10,0,Northwest
593,2307,0,0,0,11,14,2390,0,0,0,0,East
567,2635,0,0,0,1,4,2741,0,0,0,0,East
607,3762,3,7,0,0,103,3714,1,0,0,0,East
906,3095,5,0,4,0,202,3103,5,0,0,0,East
1206,3297,0,0,0,0,97,3278,0,0,0,0,East
673,2337,2,3,2,0,48,2334,0,1,0,0,East
766,3821,56,44,29,0,28,3960,0,0,4,0,East
1081,4238,0,0,90,14,169,4202,24,0,0,0,East
1812,4974,4,8,10,0,75,4954,0,29,0,0,East
1221,3145,49,63,0,0,1075,2451,62,13,0,0,East
969,2400,88,0,93,0,1645,1167,94,22,6,0,Northeast
1338,4337,35,90,200,145,2172,3344,126,146,0,0,Northeast
736,3408,242,18,305,0,862,3476,63,67,8,0,Northeast
989,4704,42,0,1092,0,1004,5320,5,78,12,0,Northeast
2514,4366,157,0,0,13,3372,2229,145,69,0,12,Northeast
762,5741,81,0,578,0,564,5893,0,46,57,0,Northeast
497,4823,0,0,512,0,947,4628,28,122,0,16,Northeast
1141,3045,70,0,194,0,1623,2106,89,118,25,0,Northeast
475,3401,1,0,292,0,401,3505,12,19,11,0,Northeast
241,4881,13,0,149,0,463,4745,31,8,0,0,Northeast
810,2789,241,0,273,0,1778,2415,57,16,10,0,Northeast
1054,2449,118,0,71,11,1414,1738,150,63,0,0,Northeast
261,3176,69,0,482,0,925,2965,33,47,0,0,Northeast
515,2557,156,53,466,0,429,2991,9,37,5,0,Northeast
937,1603,0,9,105,36,1207,1067,51,17,15,0,Northeast
1118,4142,136,13,212,0,2812,2918,305,137,11,0,Northeast
509,3214,162,9,169,0,583,3228,50,23,0,0,Northeast
1673,2474,603,38,726,0,1514,2742,143,12,48,0,Northeast
944,1421,689,32,517,0,336,2604,32,85,0,0,Northeast
1294,2352,100,95,1078,0,939,3278,73,41,14,0,Northeast
708,2512,241,0,720,0,1443,2712,84,23,0,12,Northeast
1878,3162,409,21,645,0,1684,3356,24,34,0,0,Northeast
876,1646,7,41,653,0,1176,1962,19,44,5,0,Northeast
329,2581,0,0,313,0,43,2883,0,60,0,0,Northeast
297,2983,249,0,157,0,291,3184,17,39,9,8,Northeast
470,3284,38,0,64,13,268,3238,12,8,0,0,Northeast
1295,4362,500,400,647,0,970,5175,46,81,0,0,Northeast
480,3137,221,0,213,0,462,3252,0,64,10,0,Northeast
410,3908,0,0,296,0,283,4112,0,49,8,0,Northeast
1217,2129,1001,20,774,0,1383,3321,79,7,8,0,Northeast
987,2926,333,0,464,0,885,3082,46,104,9,0,Northeast
396,2616,118,0,207,0,188,2828,0,20,15,0,Northeast
483,2852,21,20,477,19,161,3345,0,57,30,0,Northeast
212,2332,163,11,512,0,217,2939,15,3,0,0,Northeast
662,2775,124,0,568,0,867,2928,27,25,25,0,Northeast
417,3094,337,13,789,0,486,3884,2,33,10,0,Northeast
1441,2917,759,35,1524,12,1198,4815,92,35,41,8,Northeast
713,3160,118,7,964,0,754,3938,47,47,21,0,Northeast
962,3726,213,133,570,0,993,3991,41,9,42,0,Northeast
510,1885,131,12,508,30,1177,1826,13,16,29,0,Northeast
1360,3506,328,0,1016,0,1732,3924,55,74,27,0,Northeast
210,2210,365,0,954,0,413,3313,0,84,0,0,Northeast
1007,2620,516,0,1175,0,848,3661,23,33,17,0,Northeast
730,4870,193,0,592,0,644,5315,30,11,11,0,Northeast
266,3487,34,56,641,0,394,3866,0,16,0,0,Northeast
55,2925,41,0,739,0,179,3560,0,6,0,0,Northeast
1083,2191,46,0,910,0,1573,2306,78,36,26,0,Northeast
328,2377,117,0,92,0,322,2310,0,0,0,0,Northeast
627,5127,218,0,763,0,1033,5490,0,22,0,0,Northeast
754,2076,339,14,663,0,875,2697,0,0,10,0,Northeast
282,2923,6,0,230,0,245,3102,0,0,0,0,Northeast
238,2177,9,0,485,0,447,2406,7,13,0,0,Northeast
656,1192,94,0,694,0,874,1702,19,16,21,0,Northeast
204,1813,45,0,656,0,160,2461,0,7,6,0,Northeast
859,2421,388,20,1536,47,764,4141,20,26,0,0,Northeast
247,2103,81,0,610,0,319,2606,8,63,6,0,Northeast
208,1990,52,0,741,0,569,2405,0,0,13,0,Northeast
852,4336,17,63,1282,0,854,5146,12,92,37,0,Northeast
310,2972,60,0,215,0,167,3151,9,0,0,0,Northeast
60,3756,7,0,531,7,34,4321,0,7,11,0,Northeast
1183,5642,28,0,313,0,2354,4114,176,0,22,0,Northeast
403,3692,17,0,115,0,534,3406,10,11,0,0,Northeast
209,3045,14,0,87,0,114,3135,0,15,8,0,Northeast
2572,3877,139,0,261,0,4060,2051,151,9,0,0,Northeast
1208,2952,74,0,0,0,3336,586,94,0,0,0,Northeast
1108,2547,149,5,23,0,1832,1385,79,0,0,0,Northeast
1522,3703,64,0,112,0,1825,2424,64,0,8,0,Northeast
671,3252,373,0,242,0,556,3584,0,8,12,0,Northeast
1148,2443,127,0,137,0,1434,2301,177,0,12,0,Northeast
113,1934,93,0,93,0,42,2126,0,0,17,0,Northeast
841,3866,149,0,323,0,741,3752,15,30,0,0,Northeast
3480,4008,1023,80,1231,0,1125,5874,12,174,148,22,Northeast
535,3724,201,6,334,0,195,4178,0,0,13,10,Northeast
1587,3459,432,48,1725,0,515,5491,0,159,106,0,Northeast
1105,2198,394,23,1572,0,1017,3351,126,128,15,0,Northeast
687,4342,351,9,266,0,264,4946,10,0,26,0,Northeast
288,4726,153,13,251,0,170,5074,0,8,0,0,Northeast
67,2391,0,0,176,0,81,2493,8,0,7,0,Northeast
419,1957,167,0,34,0,149,2111,0,0,4,0,Northeast
165,3862,28,0,84,0,273,3881,0,0,0,0,Northeast
688,5455,319,16,199,0,280,5813,0,0,0,0,Northeast
658,4320,132,0,107,0,83,4618,0,29,0,0,Northeast
93,3361,58,0,80,0,69,3469,0,0,0,0,Northeast
795,3672,365,54,626,0,362,4583,0,30,61,34,Northeast
380,3135,108,0,24,0,149,3247,0,0,0,0,Northeast
96,3601,22,0,306,0,169,3897,0,0,15,0,Northeast
91,3724,1,0,171,0,96,3937,0,9,0,0,Northeast
301,2826,108,0,218,0,177,3013,0,20,0,0,Northeast
598,3472,228,0,137,0,137,3947,0,36,12,0,Northeast
355,3874,153,8,129,0,444,3801,0,0,10,0,Northeast
657,3907,168,0,257,28,317,4371,0,18,14,0,Northeast
345,3550,122,0,178,0,238,3744,0,20,8,0,Northeast
1203,4238,497,0,623,0,675,4917,0,38,140,81,Northeast
247,3745,49,0,441,0,147,4275,11,39,9,0,Northeast
143,2342,13,0,184,0,175,2442,0,0,8,0,Northeast
669,2882,85,0,441,0,411,3332,0,17,10,0,Northeast
478,3098,318,0,319,0,225,3592,10,10,30,0,Northeast
174,2010,9,0,263,0,88,2357,0,7,4,0,Northeast
417,4246,9,26,203,0,493,4103,9,17,14,0,Northeast
287,4551,30,0,165,0,267,4627,0,0,0,0,Northeast
658,3698,70,0,416,0,247,4188,0,11,10,0,Northeast
1126,3445,274,0,177,0,851,3090,8,18,0,0,Northeast
1540,4480,431,35,86,0,1847,3387,27,48,0,0,Northeast
1320,3662,148,0,159,0,1239,3101,93,0,0,0,Northeast
98,2428,168,0,150,0,265,2550,0,33,10,0,Northeast
437,2969,45,0,311,0,434,3018,23,0,7,0,Northeast
874,4870,124,0,197,0,721,4806,0,0,0,0,Northeast
631,3085,131,5,48,0,537,2999,0,14,0,0,Northeast
330,2768,106,0,120,0,212,2873,31,23,10,0,Northeast
551,3922,146,0,63,0,312,3900,0,16,17,0,Northeast
502,2884,135,0,29,0,362,2896,0,0,0,0,Northeast
202,4049,0,8,122,0,120,4112,0,0,12,0,Northeast
241,3706,2,0,196,0,248,3717,0,0,0,0,Northeast
309,4350,19,0,115,11,71,4458,0,0,7,11,Northeast
162,3720,22,0,196,0,325,3808,0,0,0,0,Northeast
690,3929,354,0,481,0,557,4822,0,47,0,0,Northeast
193,2300,88,0,113,0,109,2519,10,10,0,0,Northeast
1274,4332,505,0,1359,0,180,6224,0,97,106,0,Northeast
534,2304,153,6,1524,0,233,3775,0,69,71,0,Northeast
657,2584,220,0,735,0,165,3568,0,6,44,0,Northeast
1434,2471,466,0,1234,0,939,3588,11,79,23,0,Northeast
949,2361,305,0,1041,0,537,3273,0,62,0,0,Northeast
321,2684,69,14,246,0,88,2997,0,0,0,0,Northeast
530,2557,542,0,1053,0,200,4298,44,13,36,6,Northeast
443,2789,276,0,411,0,460,3215,5,39,0,0,Northeast
570,2096,78,0,1043,0,99,3245,0,9,47,0,Northeast
425,3163,144,0,413,0,300,3467,0,10,15,0,Northeast
825,3800,188,0,577,0,263,4472,18,43,19,0,Northeast
414,3955,11,0,150,0,187,4062,12,21,0,0,Northeast
279,4692,13,0,596,0,194,5289,0,0,75,0,Northeast
348,3845,8,0,226,0,106,4077,0,8,0,0,Northeast
331,3079,0,7,49,0,96,3093,0,8,0,0,Northeast
428,3396,28,8,137,0,220,3390,21,7,0,7,Northeast
657,3664,136,0,195,0,109,3979,17,21,39,0,Northeast
1846,5259,365,0,197,0,1147,5182,67,0,0,15,Northeast
528,5689,25,13,492,0,418,6051,20,0,0,0,Northeast
178,4658,0,0,289,0,191,4837,0,12,10,0,Northeast
192,3018,27,0,202,15,84,3284,0,0,0,0,Northeast
294,2766,129,0,758,0,114,3588,0,27,39,0,Northeast
299,2285,0,8,662,0,137,2889,0,0,37,0,Northeast
827,4093,146,0,603,0,541,4377,0,41,0,0,Northeast
986,3123,189,0,830,0,630,3715,35,21,32,0,Northeast
1049,2609,119,0,495,16,865,2658,108,77,28,0,Northeast
162,3006,31,0,141,0,216,3119,0,24,22,6,Northeast
603,2972,0,0,504,0,91,3448,0,25,13,7,Northeast
219,1449,84,0,1428,0,162,2952,7,0,65,0,Northeast
338,2115,214,7,841,0,145,3147,10,84,58,0,Northeast
656,3552,211,0,195,0,659,3474,26,12,24,0,Northeast
417,4253,360,0,323,0,285,4700,0,0,31,0,Northeast
376,3755,0,0,188,0,261,3740,8,25,0,0,Northeast
353,4308,42,39,161,0,393,4224,0,8,8,0,Northeast
590,3177,530,0,843,0,344,4348,64,73,37,0,Northeast
970,3711,730,0,244,0,310,4530,0,153,0,0,Northeast
348,3216,110,0,277,0,108,3541,24,38,8,16,Northeast
2505,2248,1950,0,494,0,922,4654,12,47,11,0,Northeast
256,3034,0,0,474,0,172,3507,0,99,9,0,Northeast
800,4944,323,0,533,0,262,6041,0,0,16,0,Northeast
149,2566,72,0,741,0,246,3372,0,9,12,0,Northeast
405,3314,159,22,705,0,211,4150,0,18,45,0,Northeast
572,3206,213,0,337,0,301,3586,12,78,36,0,Northeast
630,3140,279,7,325,0,372,3550,0,0,14,0,Northeast
249,2486,0,0,563,0,168,3072,0,0,20,0,Northeast
195,2407,94,0,785,0,43,3313,0,0,7,0,Northeast
618,3948,208,0,188,0,257,4335,0,0,12,11,Northeast
513,3662,44,0,328,0,201,3970,9,0,14,0,Northeast
424,2831,46,0,199,0,196,2954,28,0,0,0,Northeast
767,3028,534,17,697,0,487,4022,0,19,9,0,Northeast
467,4195,128,0,519,0,270,4683,0,10,21,0,Northeast
614,3427,159,0,652,0,630,3867,61,11,0,0,Northeast
308,3139,110,0,233,0,254,3310,0,0,10,0,Northeast
240,2689,199,0,858,0,240,3591,0,8,16,0,Northeast
767,4610,330,12,764,0,345,5830,0,0,49,19,Northeast
426,3956,151,0,1577,0,256,5718,0,18,67,0,Northeast
323,3298,76,0,746,0,173,4010,0,16,45,0,Northeast
433,3038,78,0,614,0,89,3672,0,0,32,0,Northeast
514,3933,117,0,161,0,163,4196,0,13,0,0,Northeast
107,4716,216,0,437,0,275,5351,0,0,34,0,Northeast
68,2763,0,17,417,0,83,3215,0,0,9,0,Northeast
216,3247,0,0,295,0,53,3523,0,0,0,0,Northeast
363,4003,220,18,1996,0,124,6280,0,49,43,0,Northeast
736,4431,294,25,554,0,869,4756,0,47,0,12,Northeast
885,3113,379,17,626,0,509,4047,49,51,9,0,Northeast
812,2401,558,0,429,0,893,2770,28,100,13,8,Northeast
1511,3178,897,0,264,7,1219,3493,95,57,8,14,Northeast
796,4872,200,0,319,0,1034,4519,20,70,30,0,Northeast
519,3670,268,29,330,0,629,3829,0,14,7,0,Northeast
226,3822,240,0,744,0,107,4752,0,13,104,20,Northeast
193,2816,128,0,308,0,185,3147,0,5,0,0,Northeast
303,3698,107,0,224,0,243,3825,0,11,0,0,Northeast
1091,4900,535,0,291,0,814,5240,0,0,0,37,Northeast
349,2765,110,0,706,0,97,3663,0,0,9,0,Northeast
411,2015,298,9,1589,0,254,3788,8,0,8,0,Northeast
292,3143,228,0,975,0,671,4009,10,0,9,0,Northeast
762,2743,841,0,1571,0,547,4777,0,28,32,0,Northeast
720,2558,511,0,1338,0,653,3933,0,35,10,0,Northeast
440,2998,354,7,594,0,232,3841,0,0,12,0,Northeast
225,2476,162,0,518,0,185,3122,9,23,9,0,Northeast
1152,5217,216,0,338,0,1150,4924,27,0,0,0,Northeast
260,1215,437,0,780,0,230,2348,0,27,2,0,Northeast
836,2388,1037,0,2006,0,624,4976,70,27,20,0,Northeast
705,2179,222,0,474,0,658,2498,6,36,0,0,Northeast
1530,4693,537,47,546,0,2242,4261,32,34,0,0,Northeast
119,1599,103,0,785,0,161,2407,12,24,10,0,Northeast
284,2047,483,0,1443,0,138,3982,0,0,0,0,Northeast
767,3584,532,0,396,0,1355,3725,52,29,21,0,Northeast
633,4076,347,0,1213,0,725,5280,16,30,39,0,Northeast
144,2609,158,8,372,0,98,3313,0,9,0,0,Northeast
465,1945,202,0,596,0,311,2652,0,0,12,0,Northeast
305,4416,308,56,505,0,212,5175,0,0,7,0,Northeast
353,2145,226,18,1496,0,465,3628,0,4,38,0,Northeast
139,2580,9,0,51,0,18,2708,0,0,8,0,Northeast
323,3338,293,0,962,11,327,4443,0,18,47,0,Northeast
1442,2145,60,0,298,0,3004,1120,300,11,26,0,Northeast
601,2711,135,0,381,0,1488,2270,38,50,10,0,Northeast
1118,3277,113,30,148,0,2499,2098,125,135,0,0,Northeast
1128,2488,140,0,359,0,1423,2567,79,0,0,0,Northeast
500,2282,4,4,11,0,0,2317,0,0,0,0,East
492,1847,2,8,9,0,40,1857,0,0,0,0,East
1000,3649,1,0,11,0,113,3559,0,0,0,0,East
1405,5417,3,0,0,0,31,5420,14,0,0,0,East
805,3738,25,0,0,0,22,3750,0,0,0,0,East
596,2037,19,0,0,0,15,2081,7,0,0,0,South
347,2128,0,4,5,0,15,2136,0,0,0,0,South
688,1997,38,35,10,0,59,2057,30,0,2,0,South
352,4000,15,0,33,0,6,4092,0,3,0,0,East
843,4400,4,16,0,0,35,4413,0,0,0,0,East
854,4050,0,3,0,0,5,4048,0,0,0,0,East
1079,3541,17,1,13,0,0,3607,0,0,29,0,East
698,4324,0,0,17,0,29,4383,0,0,2,0,East
1323,5398,56,0,0,0,46,5437,0,13,0,0,East
1326,2991,29,5,117,0,296,3059,34,0,0,0,East
1902,3915,83,5,0,0,298,3847,19,0,0,0,East
1012,2740,0,0,0,0,0,2745,0,10,0,0,East
832,2460,0,0,0,0,0,2465,0,0,0,0,East
1397,4287,6,22,96,0,23,4405,0,0,0,0,East
1588,3561,54,39,0,0,122,3532,0,0,0,0,East
