individuals_income_below_185_percent_poverty_level,total_population_white,total_population_black_or_african_american,total_population_american_indian_and_alaska_native,total_population_asian,total_population_native_hawaiian_and_other_pacific_islander,total_population_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households_spanish,total_lep_households_other_indo_european_languages,total_lep_households_asian_and_pacific_island_languages,total_lep_households_other_languages,region
817,2982,881,0,0,0,82,3971,0,0,0,0,South
1323,2495,919,9,8,0,106,3486,39,0,0,0,South
1714,4602,1833,0,13,0,211,6517,0,0,0,0,South
898,5739,1139,0,28,0,154,6953,0,10,0,0,South
709,5524,893,0,385,0,278,6762,0,0,0,0,South
1407,3781,2006,0,275,0,373,6205,0,0,0,0,South
1245,3091,1473,15,47,0,170,4671,0,0,0,0,South
1367,3889,1434,0,126,0,384,5459,0,0,19,0,South
1801,3920,1912,0,224,0,222,6290,0,0,0,0,South
309,4657,946,0,167,0,319,5935,0,0,0,0,South
1330,2886,250,12,0,0,118,3149,0,0,0,0,South
904,4541,535,0,348,0,267,5306,0,0,60,0,South
1328,3311,1999,0,71,18,61,5614,0,0,0,45,South
1239,2786,1090,0,65,0,127,4144,18,0,0,0,South
164,769,79,0,38,8,22,980,0,0,5,0,South
308,3397,107,0,50,0,184,3528,31,0,0,0,South
2139,7551,2088,0,201,0,656,9836,0,19,38,0,South
408,2905,0,0,0,0,63,2906,0,29,0,0,South
755,4842,34,3,0,0,88,4911,0,51,0,0,South
797,4812,17,0,73,0,20,4899,5,0,0,0,South
1548,5447,18,0,5,1,163,5324,0,0,0,0,South
1218,6341,773,33,29,0,144,7113,0,0,0,0,South
1389,7536,279,51,116,0,179,8085,0,0,0,0,South
528,2580,326,8,288,0,152,3185,0,0,14,0,South
947,3646,381,0,152,0,154,4177,9,10,8,10,South
132,3474,578,23,61,0,121,4142,0,0,0,0,South
1550,4732,1191,0,148,0,521,6124,69,0,15,0,South
562,4124,493,0,134,0,221,4668,0,0,0,0,South
3723,60,5095,43,0,0,8,5224,0,0,0,0,South
1304,41,1814,0,0,8,10,1853,0,9,0,0,South
984,2188,6,0,0,0,110,2133,0,0,0,0,South
1375,2167,39,0,0,0,86,2273,0,0,0,0,South
592,2276,0,11,6,0,9,2294,0,9,0,0,South
701,2437,7,0,5,16,21,2468,0,11,0,0,South
1590,2780,76,0,74,0,15,3170,0,0,0,0,South
1108,1995,49,0,77,9,35,2208,0,0,0,0,South
1216,2648,119,0,16,0,6,2851,0,0,0,0,South
915,2338,187,6,0,0,83,2536,0,0,0,0,South
922,2922,79,36,0,29,38,3099,0,22,0,0,South
1514,3326,207,0,42,0,16,3672,0,19,0,0,West
713,1778,377,2,51,0,17,2263,0,0,0,0,West
1328,2230,785,0,8,0,140,2968,0,17,0,0,West
1289,1737,500,0,129,0,103,2311,0,0,0,8,West
692,1831,127,12,11,0,33,2023,0,0,0,0,West
348,1929,126,0,63,0,12,2133,0,0,0,0,West
1116,2822,550,5,83,0,6,3708,0,0,0,0,West
595,2138,312,0,26,0,75,2464,0,0,0,0,West
1989,3478,602,0,0,0,15,4281,0,0,0,0,West
1016,1824,183,0,16,38,65,2154,5,0,0,0,West
1541,758,1162,0,0,0,33,1942,20,0,0,0,West
1536,1405,931,0,0,0,0,2406,0,0,0,0,West
199,1571,173,0,92,0,21,1861,0,0,0,0,West
308,1082,86,3,68,0,18,1245,0,0,0,0,West
1195,3439,1030,0,50,0,109,4626,0,0,17,0,West
730,1971,231,0,13,0,29,2329,0,0,0,0,West
856,3271,349,0,103,0,223,3552,0,0,21,0,West
639,1109,523,0,51,0,100,1724,0,0,0,0,West
454,472,175,12,5,5,11,689,0,16,0,0,West
586,377,548,0,0,0,0,948,0,0,0,0,West
2081,1009,2482,0,0,0,277,3406,0,0,0,0,West
842,255,620,0,4,0,0,1005,0,0,0,0,West
1032,1281,735,0,26,0,29,2195,0,0,0,0,West
1485,2403,725,6,24,0,156,3067,0,0,4,17,West
559,5193,244,0,366,4,185,5824,0,17,0,0,West
502,2950,259,0,120,0,91,3316,0,0,0,11,West
1466,2869,706,0,37,0,131,3538,7,0,0,0,West
1094,1121,723,0,11,0,99,1886,0,0,0,0,West
1776,731,2082,4,0,0,48,3026,0,0,0,0,West
2590,3552,1681,20,78,0,146,5470,0,0,0,0,West
1209,1984,383,2,0,0,22,2395,0,0,0,0,West
988,2725,246,2,4,0,69,3014,4,0,0,0,West
720,2257,440,0,63,0,110,2783,0,0,7,0,West
2160,1724,1541,0,344,0,186,3552,6,37,0,0,West
1407,3925,831,0,216,0,15,4975,12,13,0,0,West
1073,3668,278,0,474,0,250,4401,0,0,19,0,West
603,6678,387,10,154,15,23,7319,0,0,0,0,West
524,4346,42,0,211,0,97,4619,7,9,8,0,West
400,4160,23,0,62,0,112,4157,11,0,0,0,West
390,5799,130,20,61,17,104,6034,0,0,10,0,West
869,4498,0,0,12,0,13,4554,0,0,0,0,West
1150,5899,177,0,22,0,150,6001,0,0,0,0,West
932,5355,24,3,14,0,85,5333,0,0,0,0,West
214,2704,0,0,18,0,0,2753,0,0,0,0,West
502,3964,57,0,130,0,34,4317,0,0,0,0,West
300,4840,225,24,243,0,103,5498,0,0,0,0,West
342,4049,197,11,299,0,290,4429,0,0,30,0,West
675,8383,0,0,17,0,184,8314,0,0,0,0,West
1000,2214,44,0,46,0,0,2570,0,0,22,0,West
1674,5973,30,17,3,0,14,6024,0,18,0,0,West
224,5118,15,7,6,26,47,5162,0,8,0,0,West
412,3631,90,0,0,0,108,3678,0,0,0,0,West
789,4386,35,0,15,0,85,4463,0,0,0,0,West
1193,1963,325,0,0,0,40,2322,0,0,0,0,West
785,2413,260,0,0,0,13,2677,0,120,0,0,West
239,1713,20,9,0,0,10,1736,0,0,0,0,West
472,1697,0,0,4,13,51,1679,0,0,4,0,West
819,3117,7,32,0,0,13,3190,0,0,0,0,West
874,3601,3,0,7,0,14,3626,3,0,0,0,East
886,2929,0,0,0,8,0,3005,0,0,0,0,East
1564,4454,116,17,0,0,4,4583,0,0,0,0,East
710,3195,0,0,0,0,79,3147,0,0,0,0,East
924,3713,0,0,49,0,98,3664,0,0,0,0,East
733,3275,4,0,7,0,27,3273,0,0,0,0,East
853,2780,39,0,24,0,34,2831,1,0,0,0,Northwest
671,2420,0,0,27,0,52,2426,0,0,0,0,Northwest
982,4277,37,24,31,0,65,4347,0,0,0,0,Northwest
598,2918,0,0,1,0,56,2875,9,0,0,0,Northwest
817,3735,18,0,12,0,62,3703,46,0,12,0,Northwest
643,2514,74,4,0,0,64,2632,5,0,0,0,Northwest
679,3119,46,0,0,0,28,3161,0,0,0,0,Northwest
787,3215,13,0,11,0,59,3195,0,0,0,0,Northwest
978,898,755,0,0,0,52,1724,0,0,0,0,Northwest
1694,2007,684,0,14,0,214,2667,0,0,0,0,Northwest
1663,4311,435,0,136,0,38,4933,0,0,0,0,Northwest
985,3376,191,0,39,0,308,3498,0,0,0,0,Northwest
1224,2367,626,0,78,0,155,3132,0,0,0,0,Northwest
1666,2807,556,0,34,0,528,3183,0,0,5,0,Northwest
1901,2446,815,55,26,0,147,3420,0,0,9,0,Northwest
611,2341,94,0,0,0,52,2400,0,0,0,0,West
1071,3746,0,17,206,0,195,3790,0,0,0,0,West
1294,4456,70,0,0,0,46,4563,0,0,0,0,West
1774,5081,33,0,0,0,63,5236,11,0,0,0,West
1095,4391,8,0,0,5,243,4258,0,0,0,0,West
290,1931,0,0,0,0,0,1931,0,0,0,0,West
1327,4732,6,0,125,8,43,4896,0,0,0,0,West
1270,2889,0,0,0,0,70,2929,0,0,0,0,West
856,1801,34,0,0,0,28,1882,0,0,0,0,West
1677,5354,1,0,0,0,42,5405,0,0,0,0,West
2346,5839,26,26,0,0,135,5962,48,0,0,0,West
1058,5438,0,0,19,0,40,5474,0,0,0,0,West
874,5178,15,0,233,0,80,5388,0,0,0,0,West
261,3131,0,0,20,0,130,3041,0,0,0,0,West
1098,4395,279,6,127,0,89,4948,4,0,18,0,West
1741,6568,49,2,11,10,354,6489,0,0,11,0,West
380,5232,13,0,121,0,45,5333,13,0,0,0,West
466,1927,24,0,92,0,138,1925,24,0,0,0,West
394,2260,151,0,38,6,101,2361,0,0,0,0,West
620,5602,11,0,99,0,68,5683,41,0,0,0,West
918,5888,20,18,0,0,114,5855,0,0,0,0,West
648,5191,0,24,82,0,144,5185,7,0,0,0,West
1339,3893,6,0,0,0,49,3871,0,0,0,0,West
329,1782,0,0,9,0,18,1792,0,0,0,0,West
1004,4685,15,22,13,0,164,4598,0,0,0,0,West
739,4039,2,6,3,0,94,3982,0,0,0,0,West
466,3358,9,0,0,0,69,3367,0,0,0,0,West
861,4527,26,0,100,0,140,4629,0,0,0,0,West
443,5667,22,0,93,0,82,5735,8,23,0,0,West
1207,3886,41,22,53,0,107,4187,0,0,0,0,West
1530,4118,8,10,0,37,332,4028,0,0,0,0,South
748,2309,13,0,13,0,244,2255,8,0,0,0,South
718,1959,20,3,6,0,66,1929,0,0,0,0,South
1540,3908,171,0,37,0,175,4128,0,0,0,0,South
1266,3450,48,12,0,0,43,3513,0,0,0,0,South
1415,1451,240,0,0,0,87,1733,3,0,0,0,East
1012,680,848,0,0,0,66,1549,16,0,0,0,East
1406,1143,895,29,0,0,380,1758,36,0,0,0,East
2334,951,2534,0,24,0,41,3681,10,0,0,0,East
1368,2009,991,0,99,0,54,3111,0,0,0,0,East
1592,1587,761,0,0,0,284,2158,0,0,0,0,East
812,3337,370,0,75,0,291,3566,7,20,0,0,East
788,1874,166,0,30,0,0,2114,0,0,0,0,East
541,1904,254,0,0,0,0,2169,0,0,0,0,East
681,2368,210,0,179,0,245,2655,0,0,0,0,East
441,3073,337,0,53,0,81,3382,34,0,0,18,East
886,3158,10,2,31,3,118,3118,0,0,0,0,East
1735,4495,84,71,147,0,588,4479,0,0,0,0,East
1219,4482,49,5,44,3,62,4632,3,0,0,0,East
453,2041,29,0,33,0,66,2071,0,0,0,0,East
1083,3569,43,0,0,0,57,3573,0,0,0,0,East
1347,3747,56,44,21,0,75,3883,0,0,0,0,East
1266,2901,10,0,0,0,306,2634,14,0,0,0,East
609,2900,9,0,0,0,83,2847,22,5,0,0,East
791,3251,11,2,0,0,94,3219,0,0,0,0,East
672,2762,19,0,6,0,24,2774,0,0,2,0,East
1434,3633,229,0,0,9,32,3892,28,0,0,0,East
547,2367,0,0,17,0,80,2353,0,2,0,0,East
2116,2557,1279,0,0,0,372,3612,54,0,0,0,East
838,3709,0,0,46,0,97,3719,5,2,0,0,South
771,2984,0,0,32,0,120,2970,0,0,0,0,South
588,2017,57,2,0,0,39,2082,0,0,0,0,South
986,2254,6,0,34,0,52,2350,44,0,0,0,South
474,2077,0,7,30,0,18,2118,0,0,0,0,West
821,2481,1,0,19,0,58,2498,0,0,0,0,West
458,2417,11,0,3,0,20,2487,0,0,0,0,West
1370,3490,0,31,213,0,628,3597,118,0,60,0,West
1814,3761,310,0,118,0,782,3813,28,17,43,0,West
744,3019,22,18,21,0,25,3124,0,0,0,0,South
630,3774,36,0,13,3,45,3863,0,0,0,0,South
525,2891,0,0,0,0,50,2877,11,0,0,0,South
854,3757,9,0,6,0,66,3779,0,0,0,0,South
637,3283,8,0,0,0,19,3293,0,0,0,0,South
1588,4466,7,7,15,0,33,4510,0,19,6,0,South
1057,2631,25,0,0,0,10,2689,9,0,0,0,South
1315,2875,203,9,17,0,10,3187,22,17,0,0,South
732,2501,0,14,10,0,30,2523,0,16,0,0,South
846,2000,0,0,0,0,17,2000,0,0,0,0,South
988,3145,13,16,66,0,14,3248,0,0,0,0,South
749,2756,2,6,24,9,40,2773,0,0,0,0,South
1064,2418,4,0,11,2,16,2441,0,0,0,0,South
821,2925,4,0,5,0,81,2865,42,0,0,0,South
672,3768,0,24,0,34,128,3708,7,0,0,0,Northwest
452,2760,33,0,25,0,92,2791,0,0,0,0,Northwest
979,3049,0,0,0,0,19,3035,0,9,0,0,Northwest
626,2958,0,40,0,13,73,2970,0,0,0,0,Northwest
697,3030,22,0,4,0,42,3076,0,0,4,0,Northwest
869,3895,0,9,9,0,89,3850,0,0,0,0,Northwest
709,2486,27,7,0,0,30,2538,0,0,0,0,Northwest
534,2084,16,0,0,0,31,2088,0,11,0,0,Northwest
711,3331,6,0,47,0,543,2910,13,0,0,0,Northwest
1174,2136,174,11,6,0,1165,1494,46,0,0,0,Northwest
1345,4039,31,0,29,0,1193,3127,23,0,0,0,Northwest
1350,3547,148,0,44,9,1069,2991,23,22,0,0,Northwest
873,2057,128,0,148,0,331,2191,57,0,28,0,Northwest
422,1981,19,6,0,0,131,1896,0,0,0,0,Northwest
1127,3055,15,9,29,0,377,2831,23,0,0,0,Northwest
791,2408,184,0,0,0,463,2211,7,0,0,6,Northwest
1209,3046,7,0,0,0,593,2528,0,0,0,0,Northwest
475,2207,37,6,0,0,270,1999,19,0,0,0,Northwest
1723,3813,1175,52,611,0,1940,5612,118,65,36,0,Northeast
961,2171,826,0,416,0,1572,2882,57,24,0,0,Northeast
1454,2783,1042,8,346,2,1804,3621,113,28,0,37,Northeast
514,3423,1120,4,122,0,456,4490,0,18,0,0,Northeast
615,1797,665,0,147,0,1314,2390,64,10,0,0,Northeast
267,1181,387,0,167,0,621,1572,37,41,0,0,Northeast
1357,1192,1089,6,334,0,1921,2127,49,13,7,60,Northeast
626,619,641,52,301,0,1075,1560,149,10,24,41,Northeast
914,1353,821,0,215,0,1069,2158,92,0,8,0,Northeast
634,1692,605,0,242,0,971,2210,44,4,0,0,Northeast
992,1597,854,0,132,0,864,2344,89,51,0,25,Northeast
173,3852,123,0,700,0,124,4720,9,0,0,0,Northeast
291,2997,86,34,819,0,157,3914,10,0,18,0,Northeast
595,5277,1630,105,2349,8,1632,8930,74,0,19,20,Northeast
797,5739,1762,24,1121,0,2433,7544,76,55,0,0,Northeast
1164,3247,417,9,248,0,1526,3185,56,62,0,0,Northeast
990,3114,39,0,0,9,1628,2536,119,20,0,0,Northeast
853,3463,388,0,616,6,1553,3899,21,13,59,0,Northeast
286,3345,126,5,460,0,172,3921,4,10,8,0,Northeast
253,4024,60,11,535,9,190,4687,11,13,8,0,Northeast
248,3838,170,16,815,0,187,4785,0,0,15,0,Northeast
369,3326,652,10,2389,0,611,6206,0,0,77,0,Northeast
1051,3302,421,59,2160,0,288,5763,50,103,37,0,Northeast
474,5681,1130,0,1556,0,801,8339,0,0,76,0,Northeast
153,3392,142,0,1165,0,163,4776,0,0,10,0,Northeast
691,9495,750,0,2040,28,1187,12048,19,18,73,16,Northeast
383,6876,453,0,3676,0,398,10922,0,25,13,0,Northeast
736,6503,1218,143,2279,87,2038,9574,52,27,55,0,Northeast
205,6071,453,0,675,0,677,6725,8,9,0,0,Northeast
1124,9703,808,0,770,0,1603,10371,24,0,0,0,Northeast
1099,3359,1116,0,448,12,1555,3901,23,0,0,30,Northeast
1011,4785,1022,0,730,0,2812,5738,39,0,38,70,Northeast
357,2896,146,0,63,0,253,2940,7,8,0,0,Northeast
796,3382,458,33,0,0,645,3383,17,15,0,0,Northeast
431,3533,153,0,194,0,635,3657,35,9,0,0,Northeast
1301,5340,616,2,312,0,2213,5407,117,0,0,0,Northeast
388,2932,33,0,102,0,540,2736,26,0,0,0,Northeast
250,2491,175,21,50,0,409,2332,0,2,0,0,Northeast
381,4242,329,0,233,0,924,4270,22,33,0,0,Northeast
653,6790,705,0,294,0,1951,6773,12,24,0,0,Northeast
2277,7878,1540,0,129,0,2507,7962,0,17,14,0,Northeast
627,5136,484,58,276,0,983,5296,25,0,0,0,Northeast
677,5197,0,0,72,0,306,5011,0,0,0,0,Northeast
1078,3527,496,0,69,0,628,3899,16,16,17,14,Northeast
1539,4708,385,286,288,0,3413,3791,105,58,9,0,Northeast
952,3381,1261,0,727,0,2722,4711,96,93,0,0,Northeast
367,2731,24,0,127,0,215,2796,33,10,0,0,Northeast
1018,2952,154,0,0,0,453,2909,0,7,0,0,Northeast
923,3803,137,0,61,0,282,3943,13,18,0,0,Northeast
1347,1229,1079,0,22,0,808,2060,52,3,0,0,Northeast
908,4684,225,0,603,0,705,5037,16,18,0,0,Northeast
819,1753,745,0,5,0,360,2345,17,0,0,20,Northeast
487,2469,25,0,1,0,1052,1654,65,8,0,0,Northeast
775,5134,70,18,45,0,471,4930,8,0,0,0,Northeast
600,5009,17,0,12,0,394,4831,0,29,0,0,Northeast
435,3399,0,0,68,0,110,3403,6,27,0,0,Northeast
174,2141,0,5,132,0,199,2156,0,23,0,0,Northeast
481,5215,119,0,93,0,613,5193,0,38,0,0,Northeast
386,6444,43,0,38,0,457,6151,0,30,0,0,Northeast
786,3253,107,0,112,0,377,3501,13,26,0,0,Northeast
677,3103,0,13,228,0,199,3279,19,19,0,0,Northeast
352,2998,6,13,23,0,237,2845,0,11,0,0,Northeast
208,6750,0,49,19,0,782,6134,0,18,10,0,Northeast
322,2752,2,0,25,0,202,2614,9,0,0,0,Northeast
524,5828,94,0,174,0,600,6070,0,0,0,0,Northeast
306,4398,114,0,21,0,337,4257,0,12,0,0,Northeast
105,2664,0,0,56,0,137,2620,0,14,16,0,Northeast
393,5525,0,0,0,0,257,5326,0,0,0,0,Northeast
206,4437,46,0,0,0,252,4432,0,0,0,0,Northeast
305,4025,36,0,0,0,118,4027,0,0,0,0,Northeast
231,3897,0,0,34,0,77,3904,0,10,0,0,Northeast
2804,1491,2290,6,12,0,1768,3043,89,0,0,0,Northeast
1207,1383,139,0,33,0,2497,309,341,0,0,0,Northeast
830,796,136,0,0,0,1590,165,134,0,0,0,Northeast
1780,2450,70,0,0,0,2231,1491,224,0,0,0,Northeast
735,2277,611,0,4,0,1049,2161,86,22,0,0,Northeast
613,2404,99,0,0,0,886,1977,72,5,0,0,Northeast
312,1662,193,16,22,0,386,1659,6,8,0,0,Northeast
1208,1687,1314,7,42,11,650,2852,32,20,0,0,Northeast
812,1189,982,22,51,0,470,2097,44,18,0,0,Northeast
974,3030,141,24,22,23,759,2679,0,0,0,0,Northeast
1903,1978,709,137,0,0,1549,2463,225,0,0,0,Northeast
2391,1243,1729,4,0,25,1365,2268,125,0,0,0,Northeast
1389,1301,642,9,0,0,1539,941,171,5,0,0,Northeast
1314,1063,346,26,0,0,2235,408,215,0,0,0,Northeast
2249,2155,340,0,9,0,2824,1228,332,0,0,9,Northeast
1467,2901,322,7,20,0,1573,2339,45,0,0,0,Northeast
1724,1473,1149,23,0,0,1915,1426,96,0,0,0,Northeast
910,439,1534,0,0,0,548,1584,85,0,0,0,Northeast
1165,2087,637,0,69,0,1158,2149,122,0,11,0,Northeast
1289,1799,634,16,0,0,1451,1354,88,0,0,0,Northeast
426,2231,158,0,3,0,865,1850,18,0,0,0,Northeast
1025,1928,645,0,32,0,933,1996,57,0,0,0,Northeast
792,1456,452,0,145,0,853,1770,171,7,0,23,Northeast
956,1089,974,6,65,0,803,2100,85,44,1,0,Northeast
833,1766,178,11,25,0,935,1424,75,0,0,0,Northeast
1133,1456,1232,86,0,0,945,2299,62,0,0,0,Northeast
1664,1997,1845,0,9,0,1130,3128,53,0,0,0,Northeast
892,2973,438,0,71,0,759,3092,15,0,0,0,Northeast
836,2117,363,0,37,0,479,2400,56,9,0,0,Northeast
456,2493,311,0,0,0,292,2709,6,0,0,0,Northeast
385,2299,287,0,35,0,329,2426,9,19,0,0,Northeast
1209,4418,792,56,199,0,1350,4424,91,18,9,0,Northeast
375,4893,338,0,115,0,641,4947,9,0,0,0,Northeast
324,5298,126,27,70,0,481,5333,0,0,7,0,Northeast
401,1996,239,0,169,0,342,2215,0,0,18,0,Northeast
1133,8923,1503,333,319,0,3244,8689,22,40,32,0,Northeast
184,2542,126,0,8,0,377,2557,12,0,0,0,Northeast
126,3884,21,0,36,0,115,3855,0,0,0,0,Northeast
432,1596,0,0,0,0,265,1487,0,0,0,0,Northeast
426,2954,14,19,0,0,409,2662,6,0,0,0,Northeast
290,3347,31,6,31,0,370,3157,0,5,0,0,Northeast
506,3761,140,0,18,0,323,3648,16,0,0,0,Northeast
1303,3926,16,9,7,0,245,3818,0,0,0,0,Northeast
528,1771,14,8,0,0,247,1648,0,3,0,0,Northeast
518,4849,458,0,14,0,281,5214,14,0,0,0,Northeast
98,6915,954,25,464,0,605,8018,0,0,0,0,Northeast
526,3647,182,0,0,0,302,3671,0,9,0,0,Northeast
557,4359,0,0,0,0,134,4269,0,0,0,0,Northeast
282,5335,35,0,23,0,168,5334,0,0,0,0,Northeast
248,4089,213,0,59,0,377,4154,7,0,0,0,Northeast
486,5085,53,11,379,0,422,5373,0,0,26,0,Northeast
262,6017,157,0,442,0,384,6405,0,0,16,0,Northeast
387,3793,81,0,100,0,211,3843,8,0,0,0,Northeast
475,7334,13,0,190,0,254,7412,0,0,0,0,Northeast
293,3310,2,6,75,0,285,3147,10,0,0,0,Northeast
848,5168,137,0,0,0,105,5293,0,0,0,0,Northeast
275,3567,41,0,41,0,182,3617,0,17,0,0,Northeast
207,3180,30,0,91,0,66,3318,0,7,0,0,Northeast
751,3955,1272,0,105,0,262,5237,0,0,0,0,Northeast
758,1301,1619,0,18,0,86,3012,0,0,0,0,Northeast
1299,236,2600,0,15,0,82,2802,0,0,0,0,Northeast
762,733,2575,0,223,0,477,3517,0,0,0,0,Northeast
1356,2668,251,0,0,0,395,2757,0,0,0,0,Northeast
976,546,1835,0,30,0,386,2454,0,0,0,0,Northeast
400,1868,576,0,8,9,131,2505,0,7,0,0,Northeast
742,1876,1253,8,76,0,176,3103,0,11,0,0,Northeast
411,1619,134,4,23,0,103,1717,0,0,0,0,Northeast
1220,2418,442,0,0,0,221,2803,0,0,0,0,Northeast
613,1508,1526,0,8,0,500,2935,9,0,0,0,Northeast
525,2189,655,28,29,0,329,2693,0,0,0,0,Northeast
755,6035,0,0,0,0,382,5839,26,19,0,0,Northeast
186,1744,9,6,0,0,104,1762,5,18,0,0,Northeast
1107,4128,25,0,6,0,375,3902,0,0,0,0,Northeast
1123,4128,19,0,8,0,285,4093,0,0,0,0,Northeast
663,2643,0,0,6,0,130,2538,0,5,0,12,Northeast
122,1256,9,29,0,0,22,1293,0,0,0,0,Northeast
489,2108,29,0,22,0,54,2190,0,3,0,0,Northeast
471,2561,357,0,41,0,939,2412,30,16,8,0,Northeast
190,1842,529,0,114,0,826,1888,18,0,0,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
0,14,31,0,4,0,0,49,0,0,0,0,Northeast
1203,3157,188,0,38,0,130,3445,0,0,0,0,South
975,4847,133,11,39,0,349,5142,0,0,2,0,South
554,2434,132,7,62,0,106,2638,21,0,5,0,South
1107,4004,47,8,189,0,157,4311,45,0,26,0,South
1465,3271,188,0,138,0,37,3704,0,0,14,0,South
1488,3445,47,17,24,0,38,3538,0,0,0,0,South
1225,3744,9,0,0,0,31,3817,0,0,0,0,South
1370,4652,0,20,44,0,65,4651,0,0,0,0,South
1575,6249,0,27,5,0,95,6219,0,0,0,0,South
1206,4782,127,0,6,0,113,4828,0,0,1,0,South
1588,4153,472,0,165,0,14,4930,0,0,0,0,South
1697,2359,358,0,5,0,93,2909,0,0,0,0,South
1790,3840,538,0,29,21,249,4444,0,0,0,0,South
975,4540,63,0,0,0,69,4661,0,0,0,0,South
908,3734,73,0,0,0,35,3853,0,0,0,0,South
1129,4881,25,0,55,14,463,4604,0,0,0,0,Northwest
793,2459,143,9,66,0,133,2599,0,0,11,0,Northwest
982,2324,69,0,17,0,222,2281,0,0,17,0,Northwest
1196,3572,69,0,99,0,466,3577,24,8,0,0,Northwest
1149,2896,0,1,63,0,257,2826,18,0,9,0,Northwest
1200,3604,54,0,58,0,435,3655,10,0,13,12,Northwest
494,1778,99,0,121,0,314,1740,0,5,0,0,Northwest
773,2610,210,0,11,0,485,2372,0,0,0,0,Northwest
916,3430,441,18,25,0,196,3862,8,38,0,0,Northwest
1637,3960,658,91,205,0,1107,3880,0,0,0,0,Northwest
1425,2178,467,0,345,0,616,2581,16,0,26,0,Northwest
1420,6132,730,0,0,0,724,6338,0,0,0,0,Northwest
790,3362,414,0,206,0,389,3866,0,20,0,0,Northwest
1311,2629,354,0,296,0,714,2672,13,36,0,13,Northwest
437,2749,163,0,434,0,283,3108,0,8,10,0,Northwest
466,2044,101,0,325,0,356,2166,35,43,19,0,Northwest
701,3680,654,27,174,0,109,4800,21,63,0,0,Northwest
783,2750,199,16,682,0,127,3593,0,10,0,0,Northwest
413,2855,222,0,289,0,201,3270,15,0,0,0,Northwest
859,3443,593,0,113,0,525,3850,0,0,12,0,Northwest
752,2717,202,0,12,0,214,2907,6,0,0,0,Northwest
1453,1770,404,0,69,0,317,1999,26,32,0,0,Northwest
2344,1409,1319,0,34,0,577,2347,30,9,15,34,Northwest
1054,868,323,12,88,5,175,1172,16,16,21,0,Northwest
1672,1068,556,0,310,0,562,1636,49,0,24,6,Northwest
1526,1260,718,26,11,0,460,1873,47,0,0,0,Northwest
2048,2940,936,161,108,0,1147,3127,0,0,0,0,Northwest
1160,4094,419,0,75,0,907,3994,34,0,11,0,Northwest
2709,3440,454,0,109,0,1301,3693,35,0,16,25,Northwest
802,2190,419,0,30,0,621,2360,16,0,0,0,Northwest
3210,3726,1399,8,220,0,1850,3768,121,0,20,0,Northwest
1262,2426,285,63,281,0,837,2639,88,0,1,0,Northwest
1609,2105,181,0,117,0,675,1951,0,13,0,0,Northwest
1269,912,692,0,22,0,361,1386,0,0,6,4,Northwest
1761,1754,1222,13,0,0,970,2400,83,0,0,0,Northwest
939,1248,706,0,0,0,311,1884,25,0,0,0,Northwest
408,864,186,0,0,0,205,961,16,0,0,0,Northwest
1765,505,1483,0,0,0,434,1924,15,0,0,0,Northwest
1559,1012,1602,0,0,0,680,1994,67,0,0,0,Northwest
1853,763,1218,21,0,0,523,1629,0,0,0,8,Northwest
2018,1801,1120,9,12,0,1826,1461,143,4,0,0,Northwest
909,804,246,0,0,0,909,471,68,0,0,0,Northwest
889,693,359,6,16,0,78,1042,12,6,5,18,Northwest
476,1417,171,0,31,0,90,1623,0,0,0,0,Northwest
2008,1504,1404,17,0,0,483,2998,64,4,0,0,Northwest
2620,1215,2319,30,48,0,798,2942,13,0,0,27,Northwest
2034,2133,1043,0,0,0,972,2483,46,12,0,0,Northwest
2287,3047,945,50,23,0,841,3704,33,0,5,0,Northwest
383,2046,95,0,16,0,173,2021,0,0,0,0,Northwest
641,1493,110,0,0,0,95,1581,0,0,0,0,Northwest
2033,2546,1136,12,19,0,432,3514,0,24,0,0,Northwest
1472,1756,755,0,40,0,262,2603,0,8,0,0,Northwest
777,1251,323,0,0,0,223,1402,7,6,0,0,Northwest
1085,1692,774,0,42,0,363,2264,0,9,0,0,Northwest
670,4366,69,67,62,0,229,4397,0,0,10,0,Northwest
1464,5145,456,0,23,0,1062,4909,16,0,4,0,Northwest
1239,2580,820,0,84,0,421,3291,23,0,0,0,Northwest
1210,1731,733,0,262,0,596,2304,30,12,41,37,Northwest
859,1317,374,0,6,0,467,1341,11,0,6,4,Northwest
354,2057,128,0,66,0,312,2039,4,19,20,10,Northwest
822,3949,158,23,108,0,420,3916,2,10,0,0,Northwest
773,5572,81,0,48,0,186,5589,0,50,0,0,Northwest
965,6527,217,0,43,0,200,6873,0,0,0,0,Northwest
368,4690,88,0,180,0,210,4918,3,0,0,0,Northwest
1570,6235,697,0,459,0,922,6836,0,0,18,0,Northwest
473,2963,52,0,35,0,127,3026,0,0,7,0,Northwest
1948,4310,208,0,84,0,102,4543,0,0,0,0,Northwest
541,4147,141,45,257,0,75,4655,0,0,0,0,Northwest
705,5919,0,31,200,0,143,6097,0,0,19,0,Northwest
546,4252,18,0,212,0,112,4428,8,9,0,0,Northwest
1656,8079,224,0,1,19,675,8075,90,14,0,0,Northwest
