"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","1865","77","168","73","212","68","49","40","6","10","(X)","(X)","9.0","3.8","11.4","3.7","2.6","2.2","0.3","0.5","162","70","14","21","122","57","26","29","0","11","8.7","3.7","8.3","12.8","57.5","18.9","53.1","40.8","0.0","100.0"
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","2736","167","154","99","206","98","104","59","116","93","(X)","(X)","5.6","3.7","7.5","3.5","3.8","2.2","4.2","3.3","69","53","0","11","46","55","15","23","8","12","2.5","1.9","0.0","17.6","22.3","22.9","14.4","22.4","6.9","12.2"
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","905","69","16","15","36","22","43","24","0","11","(X)","(X)","1.8","1.6","4.0","2.5","4.8","2.7","0.0","3.3","6","8","6","8","0","11","0","11","0","11","0.7","0.9","37.5","46.7","0.0","47.5","0.0","43.5","-","**"
"1400000US17031063400","Census Tract 634, Cook County, Illinois","1204","79","16","18","68","43","65","31","12","19","(X)","(X)","1.3","1.5","5.6","3.6","5.4","2.5","1.0","1.6","0","11","0","11","0","11","0","11","0","11","0.0","2.5","0.0","71.2","0.0","33.9","0.0","34.9","0.0","82.3"
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","2516","191","220","115","207","94","100","65","95","93","(X)","(X)","8.7","4.5","8.2","3.7","4.0","2.6","3.8","3.7","68","67","0","11","18","29","14","23","36","58","2.7","2.7","0.0","12.7","8.7","13.6","14.0","22.7","37.9","51.4"
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","1932","99","181","72","122","66","58","47","21","23","(X)","(X)","9.4","3.7","6.3","3.4","3.0","2.4","1.1","1.2","17","18","0","11","17","18","0","11","0","11","0.9","0.9","0.0","15.2","13.9","15.3","0.0","37.4","0.0","62.2"
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1230","94","62","43","90","49","43","36","11","17","(X)","(X)","5.0","3.4","7.3","4.0","3.5","2.9","0.9","1.4","8","13","0","11","8","13","0","11","0","11","0.7","1.1","0.0","36.0","8.9","15.0","0.0","43.5","0.0","85.9"
"1400000US17031070200","Census Tract 702, Cook County, Illinois","2045","130","81","61","122","77","57","45","63","46","(X)","(X)","4.0","3.0","6.0","3.8","2.8","2.2","3.1","2.2","0","11","0","11","0","11","0","11","0","11","0.0","1.5","0.0","30.0","0.0","21.6","0.0","37.7","0.0","35.6"
"1400000US17031070300","Census Tract 703, Cook County, Illinois","1700","88","19","21","92","43","42","34","0","11","(X)","(X)","1.1","1.2","5.4","2.5","2.5","2.0","0.0","1.7","10","17","0","11","0","11","10","17","0","11","0.6","1.0","0.0","65.4","0.0","27.2","23.8","35.6","-","**"
"1400000US17031070400","Census Tract 704, Cook County, Illinois","1546","84","101","63","112","71","68","57","0","11","(X)","(X)","6.5","4.0","7.2","4.5","4.4","3.7","0.0","1.9","107","84","47","49","31","50","29","47","0","11","6.9","5.3","46.5","35.4","27.7","34.6","42.6","48.5","-","**"
"1400000US17031070500","Census Tract 705, Cook County, Illinois","1299","109","35","31","50","33","14","17","25","23","(X)","(X)","2.7","2.5","3.8","2.5","1.1","1.3","1.9","1.8","10","15","10","15","0","11","0","11","0","11","0.8","1.2","28.6","41.5","0.0","40.3","0.0","76.1","0.0","57.0"
"1400000US17031070600","Census Tract 706, Cook County, Illinois","1234","115","88","55","92","45","31","31","20","22","(X)","(X)","7.1","4.4","7.5","3.5","2.5","2.5","1.6","1.8","9","14","9","14","0","11","0","11","0","11","0.7","1.1","10.2","16.8","0.0","27.2","0.0","51.2","0.0","63.7"
"1400000US17031070700","Census Tract 707, Cook County, Illinois","1642","129","121","63","139","59","82","45","0","11","(X)","(X)","7.4","3.9","8.5","3.7","5.0","2.7","0.0","1.8","28","19","10","15","7","10","11","17","0","11","1.7","1.2","8.3","11.8","5.0","8.0","13.4","18.2","-","**"
"1400000US17031071000","Census Tract 710, Cook County, Illinois","1013","105","0","11","57","35","45","62","0","11","(X)","(X)","0.0","2.9","5.6","3.4","4.4","6.0","0.0","2.9","0","11","0","11","0","11","0","11","0","11","0.0","2.9","-","**","0.0","37.7","0.0","42.5","-","**"
"1400000US17031071100","Census Tract 711, Cook County, Illinois","1118","70","87","54","17","20","5","12","12","19","(X)","(X)","7.8","4.9","1.5","1.8","0.4","1.1","1.1","1.7","4","9","0","11","4","9","0","11","0","11","0.4","0.8","0.0","28.4","23.5","56.7","0.0","100.0","0.0","82.3"
"1400000US17031071200","Census Tract 712, Cook County, Illinois","920","100","85","76","50","34","27","20","0","11","(X)","(X)","9.2","7.9","5.4","3.7","2.9","2.2","0.0","3.2","51","58","41","55","0","11","10","15","0","11","5.5","6.1","48.2","51.8","0.0","40.3","37.0","53.6","-","**"
"1400000US17031071300","Census Tract 713, Cook County, Illinois","1951","92","97","82","82","64","187","99","0","11","(X)","(X)","5.0","4.2","4.2","3.3","9.6","5.1","0.0","1.5","13","22","0","11","0","11","13","22","0","11","0.7","1.1","0.0","26.1","0.0","29.7","7.0","11.5","-","**"
"1400000US17031071400","Census Tract 714, Cook County, Illinois","2851","199","190","89","242","100","54","52","17","26","(X)","(X)","6.7","3.1","8.5","3.5","1.9","1.8","0.6","0.9","70","56","18","31","13","22","22","33","17","26","2.5","2.0","9.5","15.1","5.4","9.9","40.7","47.3","100.0","69.1"
"1400000US17031071500","Census Tract 715, Cook County, Illinois","3839","199","59","46","346","127","88","54","46","45","(X)","(X)","1.5","1.2","9.0","3.3","2.3","1.4","1.2","1.2","0","16","0","16","0","16","0","16","0","16","0.0","0.8","0.0","37.0","0.0","8.3","0.0","28.2","0.0","42.0"
"1400000US17031071600","Census Tract 716, Cook County, Illinois","752","48","39","26","71","32","48","24","16","15","(X)","(X)","5.2","3.4","9.4","4.1","6.4","3.2","2.1","2.0","14","16","10","14","4","7","0","11","0","11","1.9","2.1","25.6","34.1","5.6","10.1","0.0","41.1","0.0","71.2"
"1400000US17031071700","Census Tract 717, Cook County, Illinois","659","58","30","18","45","35","18","15","0","11","(X)","(X)","4.6","2.8","6.8","5.2","2.7","2.3","0.0","4.4","7","10","0","11","0","11","7","10","0","11","1.1","1.5","0.0","52.0","0.0","42.5","38.9","46.2","-","**"
"1400000US17031071800","Census Tract 718, Cook County, Illinois","1067","94","51","44","62","42","89","48","18","19","(X)","(X)","4.8","4.1","5.8","4.0","8.3","4.3","1.7","1.8","29","45","29","45","0","11","0","11","0","11","2.7","4.2","56.9","56.9","0.0","36.0","0.0","27.9","0.0","67.2"
"1400000US17031080100","Census Tract 801, Cook County, Illinois","3963","267","161","98","282","185","124","75","142","136","(X)","(X)","4.1","2.5","7.1","4.6","3.1","1.9","3.6","3.4","0","16","0","16","0","16","0","16","0","16","0.0","0.8","0.0","16.9","0.0","10.1","0.0","21.3","0.0","18.9"
"1400000US17031080201","Census Tract 802.01, Cook County, Illinois","2208","163","20","32","179","85","96","64","0","11","(X)","(X)","0.9","1.4","8.1","3.9","4.3","2.8","0.0","1.3","0","11","0","11","0","11","0","11","0","11","0.0","1.3","0.0","63.7","0.0","15.4","0.0","26.3","-","**"
"1400000US17031080202","Census Tract 802.02, Cook County, Illinois","2281","208","133","68","69","55","50","58","0","11","(X)","(X)","5.8","2.9","3.0","2.3","2.2","2.6","0.0","1.3","39","38","10","20","29","32","0","11","0","11","1.7","1.6","7.5","15.0","42.0","41.7","0.0","40.3","-","**"
"1400000US17031080300","Census Tract 803, Cook County, Illinois","2876","168","96","90","162","100","114","75","15","24","(X)","(X)","3.3","3.1","5.6","3.5","4.0","2.7","0.5","0.8","44","43","18","28","13","22","13","24","0","11","1.5","1.5","18.8","38.6","8.0","13.8","11.4","20.5","0.0","73.6"
"1400000US17031080400","Census Tract 804, Cook County, Illinois","1873","197","31","35","73","64","34","39","0","11","(X)","(X)","1.7","1.9","3.9","3.4","1.8","2.1","0.0","1.6","0","11","0","11","0","11","0","11","0","11","0.0","1.6","0.0","51.2","0.0","32.3","0.0","48.9","-","**"
"1400000US17031081000","Census Tract 810, Cook County, Illinois","4751","353","219","159","604","253","404","203","66","58","(X)","(X)","4.6","3.3","12.7","5.3","8.5","4.2","1.4","1.2","276","178","0","16","128","105","148","167","0","16","5.8","3.7","0.0","12.8","21.2","17.0","36.6","33.2","0.0","34.6"
"1400000US17031081100","Census Tract 811, Cook County, Illinois","2782","193","206","158","158","84","76","52","11","22","(X)","(X)","7.4","5.7","5.7","2.9","2.7","1.9","0.4","0.8","61","48","18","28","0","11","43","40","0","11","2.2","1.7","8.7","16.6","0.0","17.2","56.6","37.6","0.0","85.9"
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","2983","232","164","93","276","98","233","130","18","28","(X)","(X)","5.5","3.1","9.3","3.4","7.8","4.3","0.6","1.0","120","97","35","41","35","40","50","80","0","11","4.0","3.3","21.3","22.4","12.7","13.4","21.5","31.5","0.0","67.2"
"1400000US17031081202","Census Tract 812.02, Cook County, Illinois","1703","134","41","27","177","58","81","35","0","11","(X)","(X)","2.4","1.6","10.4","3.5","4.8","2.1","0.0","1.7","22","19","0","11","22","19","0","11","0","11","1.3","1.2","0.0","44.5","12.4","11.4","0.0","30.0","-","**"
"1400000US17031081300","Census Tract 813, Cook County, Illinois","3480","294","120","81","305","141","292","130","80","86","(X)","(X)","3.4","2.3","8.8","3.9","8.4","3.5","2.3","2.4","88","64","0","16","35","41","36","43","17","26","2.5","1.8","0.0","21.9","11.5","14.3","12.3","14.3","21.3","40.9"
"1400000US17031081401","Census Tract 814.01, Cook County, Illinois","1437","118","55","35","88","44","100","54","48","35","(X)","(X)","3.8","2.4","6.1","3.1","7.0","3.6","3.3","2.4","38","32","0","11","0","11","38","32","0","11","2.6","2.2","0.0","38.4","0.0","28.2","38.0","22.4","0.0","41.1"
"1400000US17031081402","Census Tract 814.02, Cook County, Illinois","3401","295","211","137","568","161","443","150","118","91","(X)","(X)","6.2","3.9","16.7","4.8","13.0","4.4","3.5","2.8","212","115","51","82","68","59","93","57","0","16","6.2","3.2","24.2","34.1","12.0","11.0","21.0","11.9","0.0","22.2"
"1400000US17031081403","Census Tract 814.03, Cook County, Illinois","5445","377","214","140","770","276","508","261","59","47","(X)","(X)","3.9","2.5","14.1","5.1","9.3","4.7","1.1","0.9","107","88","0","16","31","50","76","72","0","16","2.0","1.6","0.0","13.1","4.0","6.5","15.0","14.7","0.0","37.0"
"1400000US17031081500","Census Tract 815, Cook County, Illinois","2985","265","212","122","362","162","248","108","56","53","(X)","(X)","7.1","4.0","12.1","5.3","8.3","3.6","1.9","1.7","76","64","0","11","0","11","76","64","0","11","2.5","2.2","0.0","13.2","0.0","7.9","30.6","23.3","0.0","38.1"
"1400000US17031081600","Census Tract 816, Cook County, Illinois","2643","210","37","35","260","111","129","70","81","75","(X)","(X)","1.4","1.3","9.8","4.2","4.9","2.6","3.1","2.9","48","44","0","11","21","32","27","30","0","11","1.8","1.6","0.0","46.8","8.1","12.1","20.9","26.5","0.0","30.0"
"1400000US17031081700","Census Tract 817, Cook County, Illinois","2767","188","81","59","230","106","293","123","80","86","(X)","(X)","2.9","2.1","8.3","3.7","10.6","4.4","2.9","3.1","146","119","0","11","20","31","126","111","0","11","5.3","4.2","0.0","30.0","8.7","13.7","43.0","26.5","0.0","30.3"
"1400000US17031081800","Census Tract 818, Cook County, Illinois","6284","316","109","93","694","253","115","86","25","41","(X)","(X)","1.7","1.5","11.0","4.0","1.8","1.4","0.4","0.6","27","41","0","18","0","18","27","41","0","18","0.4","0.7","0.0","23.7","0.0","4.2","23.5","32.5","0.0","57.0"
"1400000US17031081900","Census Tract 819, Cook County, Illinois","456","49","11","12","15","15","10","13","17","14","(X)","(X)","2.4","2.6","3.3","3.3","2.2","2.6","3.7","2.9","0","11","0","11","0","11","0","11","0","11","0.0","6.4","0.0","85.9","0.0","73.6","0.0","90.1","0.0","69.1"
"1400000US17031090100","Census Tract 901, Cook County, Illinois","1424","72","105","41","198","70","0","11","0","11","(X)","(X)","7.4","3.0","13.9","5.0","0.0","2.1","0.0","2.1","64","42","0","11","64","42","0","11","0","11","4.5","3.0","0.0","24.5","32.3","18.8","-","**","-","**"
"1400000US17031090200","Census Tract 902, Cook County, Illinois","2745","137","172","88","295","128","0","16","31","36","(X)","(X)","6.3","3.2","10.7","4.6","0.0","1.1","1.1","1.3","36","38","0","16","36","38","0","16","0","16","1.3","1.4","0.0","15.9","12.2","12.6","-","**","0.0","51.2"
"1400000US17031090300","Census Tract 903, Cook County, Illinois","493","46","16","14","65","34","9","13","18","22","(X)","(X)","3.2","2.8","13.2","6.9","1.8","2.7","3.7","4.4","9","13","0","11","9","13","0","11","0","11","1.8","2.6","0.0","71.2","13.8","20.4","0.0","95.0","0.0","67.2"
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","2173","151","242","159","464","154","54","63","107","114","(X)","(X)","11.1","7.1","21.4","7.0","2.5","2.9","4.9","5.3","200","136","2","14","168","126","30","49","0","16","9.2","6.2","0.8","6.2","36.2","20.4","55.6","55.6","0.0","24.1"
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","2861","102","280","128","528","195","69","59","49","78","(X)","(X)","9.8","4.5","18.5","6.8","2.4","2.0","1.7","2.7","224","146","10","24","165","129","0","16","49","78","7.8","5.1","3.6","8.7","31.3","19.8","0.0","33.6","100.0","40.7"
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","2676","168","279","125","453","155","87","62","0","16","(X)","(X)","10.4","4.7","16.9","5.8","3.3","2.3","0.0","1.1","147","93","16","25","114","87","17","29","0","16","5.5","3.5","5.7","9.5","25.2","17.5","19.5","32.1","-","**"
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1242","34","124","56","162","73","7","14","12","18","(X)","(X)","10.0","4.5","13.0","5.9","0.6","1.1","1.0","1.5","25","23","0","11","25","23","0","11","0","11","2.0","1.9","0.0","21.3","15.4","14.8","0.0","100.0","0.0","82.3"
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","2315","47","296","96","552","176","157","90","68","73","(X)","(X)","12.8","4.1","23.8","7.6","6.8","3.9","2.9","3.2","322","124","139","63","141","106","42","55","0","16","13.9","5.4","47.0","27.2","25.5","16.3","26.8","36.0","0.0","33.9"
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","1882","91","235","85","256","91","135","41","8","14","(X)","(X)","12.5","4.5","13.6","4.7","7.2","2.3","0.4","0.8","112","62","16","23","44","45","52","40","0","11","6.0","3.3","6.8","9.6","17.2","16.7","38.5","24.0","0.0","100.0"
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","1871","83","241","91","474","107","94","64","31","25","(X)","(X)","12.9","4.8","25.3","5.6","5.0","3.4","1.7","1.3","273","100","24","21","217","89","25","41","7","13","14.6","5.4","10.0","8.8","45.8","15.2","26.6","37.9","22.6","37.9"
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","2091","133","312","92","378","152","97","50","70","71","(X)","(X)","14.9","4.4","18.1","7.1","4.6","2.4","3.3","3.3","274","131","38","62","187","112","14","22","35","56","13.1","6.0","12.2","19.7","49.5","21.3","14.4","20.6","50.0","50.0"
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1185","80","135","59","205","102","59","75","23","27","(X)","(X)","11.4","5.0","17.3","8.3","5.0","6.2","1.9","2.2","114","82","28","30","86","78","0","11","0","11","9.6","6.8","20.7","21.0","42.0","25.6","0.0","37.0","0.0","59.4"
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","1936","103","309","77","366","108","74","45","30","33","(X)","(X)","16.0","3.9","18.9","5.6","3.8","2.3","1.5","1.7","112","59","32","32","60","47","9","14","11","17","5.8","3.1","10.4","9.9","16.4","12.3","12.2","18.6","36.7","43.3"
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","1867","107","352","97","565","114","147","64","0","11","(X)","(X)","18.9","5.0","30.3","5.6","7.9","3.3","0.0","1.6","171","77","46","43","105","58","20","21","0","11","9.2","4.0","13.1","11.8","18.6","8.9","13.6","14.2","-","**"
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","1780","88","405","95","206","74","204","65","0","16","(X)","(X)","22.8","5.2","11.6","4.1","11.5","3.7","0.0","1.7","283","100","58","63","118","62","107","67","0","16","15.9","5.7","14.3","14.9","57.3","20.8","52.5","25.4","-","**"
"1400000US17031110502","Census Tract 1105.02, Cook County, Illinois","1522","87","361","104","289","108","37","31","125","83","(X)","(X)","23.7","6.7","19.0","7.0","2.4","2.1","8.2","5.4","203","91","29","23","120","67","0","11","54","60","13.3","5.9","8.0","7.0","41.5","17.9","0.0","46.8","43.2","37.6"
"1400000US17031120100","Census Tract 1201, Cook County, Illinois","1494","76","164","82","144","73","23","21","28","34","(X)","(X)","11.0","5.4","9.6","4.9","1.5","1.4","1.9","2.3","56","50","11","18","45","47","0","11","0","11","3.7","3.4","6.7","10.7","31.3","26.0","0.0","59.4","0.0","53.8"
"1400000US17031120200","Census Tract 1202, Cook County, Illinois","1751","69","211","91","275","101","58","40","5","10","(X)","(X)","12.1","5.1","15.7","5.8","3.3","2.3","0.3","0.6","100","65","7","13","60","54","33","32","0","11","5.7","3.7","3.3","6.0","21.8","17.4","56.9","32.6","0.0","100.0"
"1400000US17031120300","Census Tract 1203, Cook County, Illinois","2491","39","241","89","512","173","227","90","50","42","(X)","(X)","9.7","3.6","20.6","6.9","9.1","3.6","2.0","1.7","183","131","10","17","149","126","24","38","0","16","7.3","5.2","4.1","6.9","29.1","19.7","10.6","17.1","0.0","40.3"
"1400000US17031120400","Census Tract 1204, Cook County, Illinois","1235","84","270","84","119","59","121","26","0","11","(X)","(X)","21.9","6.7","9.6","4.6","9.8","2.0","0.0","2.4","96","69","71","66","7","11","18","16","0","11","7.8","5.4","26.3","22.4","5.9","9.9","14.9","11.4","-","**"
"1400000US17031130100","Census Tract 1301, Cook County, Illinois","1921","76","175","91","474","142","511","130","97","61","(X)","(X)","9.1","4.7","24.7","7.3","26.6","6.7","5.0","3.2","582","155","40","49","225","127","290","128","27","28","30.3","7.8","22.9","24.9","47.5","19.9","56.8","13.8","27.8","27.0"
"1400000US17031130200","Census Tract 1302, Cook County, Illinois","655","35","93","46","95","44","56","33","20","16","(X)","(X)","14.2","7.0","14.5","6.6","8.5","5.1","3.1","2.4","36","25","13","18","6","8","17","15","0","11","5.5","3.8","14.0","18.7","6.3","8.9","30.4","26.1","0.0","63.7"
"1400000US17031130300","Census Tract 1303, Cook County, Illinois","1766","95","271","89","395","90","230","73","248","92","(X)","(X)","15.3","4.9","22.4","5.2","13.0","4.2","14.0","5.1","177","80","40","39","41","39","31","36","65","49","10.0","4.5","14.8","14.2","10.4","9.5","13.5","14.8","26.2","18.4"
"1400000US17031140100","Census Tract 1401, Cook County, Illinois","1126","79","320","73","93","42","118","53","101","57","(X)","(X)","28.4","6.0","8.3","3.6","10.5","4.7","9.0","5.0","115","57","74","38","0","11","16","24","25","38","10.2","5.0","23.1","11.8","0.0","27.0","13.6","19.8","24.8","33.9"
"1400000US17031140200","Census Tract 1402, Cook County, Illinois","1882","90","712","129","119","47","411","115","105","59","(X)","(X)","37.8","6.5","6.3","2.5","21.8","5.9","5.6","3.2","665","165","248","112","19","20","347","112","51","56","35.3","8.6","34.8","13.9","16.0","17.8","84.4","9.4","48.6","37.7"
"1400000US17031140301","Census Tract 1403.01, Cook County, Illinois","812","64","414","74","200","60","75","35","6","8","(X)","(X)","51.0","8.1","24.6","6.8","9.2","4.3","0.7","1.0","315","61","190","54","93","48","32","25","0","11","38.8","7.1","45.9","12.1","46.5","18.4","42.7","22.6","0.0","100.0"
"1400000US17031140302","Census Tract 1403.02, Cook County, Illinois","1292","83","338","106","177","90","174","71","15","21","(X)","(X)","26.2","7.8","13.7","6.8","13.5","5.6","1.2","1.6","276","90","174","79","57","50","45","41","0","11","21.4","6.7","51.5","18.5","32.2","23.8","25.9","20.2","0.0","73.6"
"1400000US17031140400","Census Tract 1404, Cook County, Illinois","2305","102","608","211","211","99","232","87","104","94","(X)","(X)","26.4","9.2","9.2","4.3","10.1","3.8","4.5","4.0","286","126","143","84","33","39","50","47","60","81","12.4","5.4","23.5","12.9","15.6","16.5","21.6","17.9","57.7","43.7"
"1400000US17031140500","Census Tract 1405, Cook County, Illinois","1276","73","386","89","150","97","118","61","65","53","(X)","(X)","30.3","7.1","11.8","7.5","9.2","4.8","5.1","4.1","267","111","75","53","64","80","68","55","60","51","20.9","8.6","19.4","12.3","42.7","36.9","57.6","32.4","92.3","14.4"
"1400000US17031140601","Census Tract 1406.01, Cook County, Illinois","881","57","319","71","81","47","197","56","11","12","(X)","(X)","36.2","7.5","9.2","5.3","22.4","6.3","1.2","1.3","267","68","98","44","50","43","113","51","6","9","30.3","7.6","30.7","12.5","61.7","30.0","57.4","16.0","54.5","54.5"
"1400000US17031140602","Census Tract 1406.02, Cook County, Illinois","1676","118","713","114","144","81","144","58","47","41","(X)","(X)","42.5","6.5","8.6","4.9","8.6","3.4","2.8","2.5","292","116","201","105","91","76","0","16","0","16","17.4","7.0","28.2","13.0","63.2","28.6","0.0","18.7","0.0","41.6"
